,K,I,KNN,GP
0.6346153846153846,"{0: 42.66981525088412, 1: 60.26753069521186, 2: 44.90043668179586, 3: 45.763922212810265, 4: 50.380374625848965, 5: 42.26093008400425}","{0: 41.35959016684815, 1: 44.81262425848484, 2: 38.33640058348015, 3: 39.94265877354657, 4: 48.25887737101058, 5: 28.590637516223495}","{0: 44.30199094940448, 1: 53.485263433955055, 2: 42.52539255261399, 3: 33.55848030543473, 4: 42.98408671644254, 5: 31.406310870344583}","{0: 35.17242989321147, 1: 56.56441950259098, 2: 42.641603063941695, 3: 33.048270104868486, 4: 35.13506376189354, 5: 43.59546351698152}"
0.6373626373626373,"{0: 44.4525244212066, 1: 67.13433446771748, 2: 40.543887238293614, 3: 39.22429895472589, 4: 43.421445516308935, 5: 49.67788511471101}","{0: 49.38861607141794, 1: 59.10363604886601, 2: 24.266499378595753, 3: 39.21172974859884, 4: 39.49028802868157, 5: 23.8757439467866}","{0: 48.21704162850965, 1: 60.72938978881712, 2: 27.6487849707117, 3: 30.37766079908424, 4: 39.01603985986286, 5: 27.462875217835425}","{0: 56.14775781588724, 1: 85.08452852235335, 2: 47.68104952470197, 3: 42.3006479025864, 4: 38.16565344425175, 5: 56.17917165439192}"
0.6401098901098901,"{0: 6.698677679692074, 1: 9.791314581465153, 2: 9.488218270368678, 3: 6.637774380400575, 4: 7.446660406187017, 5: 5.228809968679729}","{0: 7.827849913726052, 1: 10.535726055339028, 2: 7.437314917614324, 3: 5.675080856680914, 4: 6.903645525498946, 5: 3.94815011536153}","{0: 7.731812063052938, 1: 9.742759847888776, 2: 7.818251493681002, 3: 3.9979765972836794, 4: 6.906214957641578, 5: 3.4014127359250588}","{0: 7.451103398562816, 1: 9.878966310894004, 2: 11.84912068505589, 3: 7.60459946320861, 4: 7.616257652037765, 5: 8.619324368844058}"
0.6428571428571429,"{0: 8.22396031222997, 1: 11.051509920019628, 2: 9.343049555243045, 3: 10.338284502592753, 4: 7.883144297916724, 5: 9.767263759518677}","{0: 9.069645359871322, 1: 11.464712521466314, 2: 6.9599006337506655, 3: 9.080481570626338, 4: 6.5798033879328965, 5: 7.6664951083509205}","{0: 8.969383584201733, 1: 11.155001781054116, 2: 8.022856942708843, 3: 8.862607632249658, 4: 6.813381271575214, 5: 7.581980892491451}","{0: 8.511318822336772, 1: 14.252386949577946, 2: 9.869289866434169, 3: 10.538994012246231, 4: 8.003175626809167, 5: 11.931521480859745}"
0.6456043956043956,"{0: 38.37703192569908, 1: 85.83824577192583, 2: 52.98167290909156, 3: 58.79827509023984, 4: 63.40352024890305, 5: 65.18804914312861}","{0: 40.954355092201915, 1: 84.20622604449397, 2: 42.696581443983256, 3: 54.8431503567865, 4: 56.1736965616264, 5: 47.71179667831581}","{0: 40.39382620750478, 1: 87.96286215112532, 2: 50.399817705614176, 3: 52.67280548603284, 4: 53.98456080546252, 5: 48.22096716386069}","{0: 36.882899116743786, 1: 98.20896558045214, 2: 62.020563776551526, 3: 61.71993869517784, 4: 64.79797144249717, 5: 83.57720014951391}"
0.6483516483516484,"{0: 71.31682922819171, 1: 84.80413644266648, 2: 75.65218950732977, 3: 53.95792190383949, 4: 69.94413829531322, 5: 52.943543603711454}","{0: 77.33465639502562, 1: 94.87268340942711, 2: 52.53572966193006, 3: 39.747040337828516, 4: 59.06561603178942, 5: 35.04253181250489}","{0: 72.53163743064509, 1: 97.87008827077518, 2: 54.978040808777436, 3: 41.9731075134911, 4: 48.79722796493286, 5: 33.17707037819415}","{0: 73.37122384271616, 1: 71.34223302765578, 2: 76.26252140816969, 3: 61.027404377183096, 4: 67.94759395354295, 5: 58.336853660163335}"
0.6510989010989011,"{0: 7.584816960721004, 1: 46.65979480693585, 2: 12.1013565568491, 3: 9.585520497079647, 4: 9.68036157928828, 5: 11.948562190111048}","{0: 9.707421939805927, 1: 53.24538742146547, 2: 8.850738261279936, 3: 9.012016276471284, 4: 9.399027364460588, 5: 3.618138761742373}","{0: 6.677270874964711, 1: 52.18185654705856, 2: 9.003840986644516, 3: 4.577771451026684, 4: 10.068522275921817, 5: 4.886737566024612}","{0: 13.450273003254784, 1: 45.15741661939118, 2: 45.853928412913056, 3: 9.812928696348417, 4: 9.41398443053014, 5: 36.08635082959846}"
0.6538461538461539,"{0: 28.44387880886031, 1: 53.38863446870127, 2: 39.10145653519811, 3: 32.21374569186041, 4: 34.297761916966216, 5: 22.70798822144084}","{0: 43.65063792088473, 1: 69.0294985735156, 2: 18.992679094963993, 3: 29.186910110678998, 4: 31.623696088996983, 5: 15.526251223560594}","{0: 36.70478661647163, 1: 63.88598734249897, 2: 22.808386324968208, 3: 20.677442121105692, 4: 25.456850575012247, 5: 6.819186536095042}","{0: 43.18678784267131, 1: 70.60610532662223, 2: 62.6299643571235, 3: 39.766328989670114, 4: 43.564703382402996, 5: 43.27265473154715}"
0.6565934065934066,"{0: 74.40058238385123, 1: 128.72158385847544, 2: 86.68455080949965, 3: 93.60044950814024, 4: 114.58305656017116, 5: 99.5320958905329}","{0: 72.0514850721798, 1: 108.10851637211029, 2: 65.75175735377609, 3: 81.53625652889707, 4: 106.26275982774115, 5: 58.23871484477128}","{0: 76.71362442044425, 1: 113.09579193550772, 2: 74.9422121411152, 3: 68.93460862070295, 4: 97.51960839080462, 5: 61.61888709488814}","{0: 50.8632730817589, 1: 129.68268147346555, 2: 94.01104043674638, 3: 97.15907934422499, 4: 110.99128162861702, 5: 85.84385938730439}"
0.6593406593406593,"{0: 110.65456046988481, 1: 201.82823483661542, 2: 103.45593501872115, 3: 121.23840593406888, 4: 135.47327324552245, 5: 153.85496466469374}","{0: 116.55104381137478, 1: 132.8311577535802, 2: 51.497902564951524, 3: 109.35622963133324, 4: 127.83384366107215, 5: 65.9451730871714}","{0: 116.10963647697058, 1: 131.7879716247678, 2: 65.98181386945032, 3: 65.0532460357285, 4: 122.61604068619897, 5: 66.62095434120799}","{0: 120.66915086525663, 1: 190.5306879183681, 2: 41.34100161309843, 3: 33.899054231976905, 4: 103.37849691153428, 5: 142.2336237964725}"
0.6620879120879121,"{0: 165.13865864819053, 1: 187.68676493154362, 2: 180.07002371081134, 3: 157.90148925819827, 4: 176.70356657573555, 5: 166.48105593704665}","{0: 172.94930313473284, 1: 172.04724817573052, 2: 112.70053037503362, 3: 133.44414370872474, 4: 156.49864067172172, 5: 114.93955032748342}","{0: 168.33591699752353, 1: 192.81982090555968, 2: 125.65923131564226, 3: 131.3173264906297, 4: 127.76117584927111, 5: 115.89962823242115}","{0: 145.95207546649544, 1: 246.97767936047964, 2: 176.60783664339792, 3: 161.88184035702383, 4: 165.71527969797808, 5: 215.38163748879523}"
0.6648351648351648,"{0: 117.70644626988191, 1: 203.22537519909775, 2: 129.58205794730625, 3: 143.8601273777483, 4: 150.28062959553188, 5: 170.73290415056638}","{0: 114.59144431108552, 1: 186.71375522251756, 2: 94.79865230412051, 3: 121.07209821035455, 4: 136.24154503233405, 5: 110.88245956925083}","{0: 117.21040308587678, 1: 189.42382498853297, 2: 111.44469701576737, 3: 112.87874140226265, 4: 129.61361926175607, 5: 120.2702979937317}","{0: 82.93215071615437, 1: 204.72327573439964, 2: 143.49038268615948, 3: 120.05357146801592, 4: 135.7440331495828, 5: 189.9348878896453}"
0.6675824175824175,"{0: 40.089955903359844, 1: 88.40952932721142, 2: 44.34250822923396, 3: 69.72100713691465, 4: 74.87665735569549, 5: 73.08562787097378}","{0: 44.14989210123792, 1: 61.054467337051726, 2: 26.615313813382574, 3: 64.02008474402456, 4: 72.40699389325798, 5: 32.290791926788586}","{0: 45.2507496299225, 1: 54.29129783013337, 2: 33.723192804649315, 3: 39.81976156570484, 4: 68.41186463466923, 5: 31.99092467881782}","{0: 35.15833010201026, 1: 106.83278398264876, 2: 55.207199408986526, 3: 47.17045142865273, 4: 74.24438872629622, 5: 93.81451755197155}"
0.6703296703296703,"{0: 3.1032753395395467, 1: 7.4955908326728675, 2: 3.554392914793953, 3: 3.813642198931803, 4: 4.193862929093245, 5: 5.464999031723653}","{0: 3.1740692408794966, 1: 7.463806095520037, 2: 3.1046042865571555, 3: 3.4423533060719818, 4: 4.019540099193942, 5: 3.052407325084355}","{0: 3.090668984302029, 1: 7.483293709498409, 2: 3.4173885358864045, 3: 2.923210105182301, 4: 4.385072726862495, 5: 3.3918952042333514}","{0: 3.566285963285065, 1: 7.7352709668888195, 2: 5.425268468478426, 3: 3.084389991673632, 4: 4.733683740792879, 5: 6.46531772980487}"
0.6730769230769231,"{0: 13.901853632075888, 1: 30.46232044912299, 2: 15.980023826086173, 3: 17.20972268436769, 4: 19.90580471126367, 5: 23.14969499987022}","{0: 19.23232690039534, 1: 40.64340203966915, 2: 12.752536086975422, 3: 15.870022647157418, 4: 17.797491688001408, 5: 23.008177977488085}","{0: 15.84464691863898, 1: 39.93770331814039, 2: 14.362657634557827, 3: 15.060983353078804, 4: 17.36632270023463, 5: 18.420826246385474}","{0: 14.934884708591984, 1: 41.34192352766909, 2: 26.18876382319654, 3: 24.96112769274154, 4: 25.212034278816333, 5: 37.618743135345994}"
0.6758241758241759,"{0: 18.613810520465584, 1: 46.887879619671196, 2: 15.451455232334874, 3: 23.660811891542924, 4: 23.547584392540116, 5: 24.441094188383218}","{0: 19.35040844245562, 1: 56.01631035904304, 2: 14.237625803413584, 3: 22.21585292880878, 4: 24.41834529238444, 5: 26.29886711449792}","{0: 15.919123756601083, 1: 53.03349427272812, 2: 13.843791433905425, 3: 18.085700435710702, 4: 20.445028603373085, 5: 20.3003425233728}","{0: 20.06535858727263, 1: 50.68255447852601, 2: 15.498617143837619, 3: 10.979964756941134, 4: 20.804060290976704, 5: 45.1734090670746}"
0.6785714285714286,"{0: 59.47762549733375, 1: 74.14682243047396, 2: 56.79536030764245, 3: 51.48272619630317, 4: 64.78758887179481, 5: 47.99960907771785}","{0: 62.88736115145921, 1: 70.75387876402411, 2: 48.90041975636156, 3: 46.85663266637187, 4: 62.22685752763261, 5: 46.98532184204005}","{0: 65.08405695344464, 1: 81.52590287356169, 2: 52.94282539688602, 3: 53.78272955466254, 4: 57.952019271962264, 5: 43.95638525582089}","{0: 46.37154529669252, 1: 66.49731212612646, 2: 59.31325753311092, 3: 53.84156754829165, 4: 40.02870089921938, 5: 44.40580939285651}"
0.6813186813186813,"{0: 97.52354105641017, 1: 140.11803140651023, 2: 100.76674859931013, 3: 91.192154828364, 4: 107.38648171316065, 5: 110.28589095871341}","{0: 96.64829777301904, 1: 111.77036780706918, 2: 69.21546431033536, 3: 73.48912408728292, 4: 100.01124969082926, 5: 60.643340027925895}","{0: 99.79989910388748, 1: 118.08700692440429, 2: 75.26815248571008, 3: 57.48397413330621, 4: 98.46833352169071, 5: 72.3574020371529}","{0: 93.09685549618936, 1: 83.15797316306005, 2: 106.08678052550573, 3: 61.19967107645683, 4: 84.06195454945166, 5: 69.77722847027012}"
0.6840659340659341,"{0: 25.220574651627253, 1: 26.80658723696725, 2: 21.947088268003938, 3: 6.231962804813805, 4: 7.062378692917527, 5: 18.23827489561243}","{0: 27.150306396516072, 1: 32.73271074468959, 2: 18.732955754544307, 3: 5.96077599302147, 4: 7.596817821878787, 5: 21.224055711100256}","{0: 24.133631794826215, 1: 31.683426355873294, 2: 19.155057905121485, 3: 5.37019163882257, 4: 9.548965880483374, 5: 24.647198799896863}","{0: 25.815142303480556, 1: 33.17032536371484, 2: 25.512691014816994, 3: 7.479988646197257, 4: 14.115988374353662, 5: 28.98639232782187}"
0.6868131868131868,"{0: 8.815303136014693, 1: 16.155880252816218, 2: 18.837205121086534, 3: 10.952919802299972, 4: 21.473616028738203, 5: 12.266231383024186}","{0: 8.118957900023178, 1: 15.871224879421371, 2: 18.334516755258072, 3: 11.824308432391701, 4: 17.317286358819043, 5: 10.23711653677227}","{0: 9.1302516539773, 1: 13.793784738966307, 2: 19.916890636427, 3: 9.345705073763815, 4: 18.743218697393605, 5: 8.704962962329418}","{0: 6.004710539932977, 1: 17.80775395370129, 2: 17.32468114364052, 3: 10.178330519801008, 4: 19.276967141711975, 5: 16.38986283905311}"
0.6895604395604396,"{0: 43.80107212561779, 1: 63.434593230779214, 2: 47.104704256806556, 3: 39.1545092833505, 4: 37.72955548594524, 5: 40.890907591380355}","{0: 44.45306339076209, 1: 49.86157042096048, 2: 36.59008389443847, 3: 28.710963699162612, 4: 34.15938512147974, 5: 21.067184306993582}","{0: 44.22644002679013, 1: 54.407947298706816, 2: 41.25253697718805, 3: 26.704451639756925, 4: 37.15387477035003, 5: 27.128114549694352}","{0: 37.715452719154236, 1: 64.95031786416452, 2: 48.607398919862064, 3: 30.69913345471891, 4: 41.66852941242875, 5: 35.790778610452634}"
0.6923076923076923,"{0: 48.55146397423105, 1: 79.04464606595123, 2: 71.73825539508883, 3: 52.07217564686378, 4: 60.95552563550724, 5: 56.99095861271351}","{0: 46.89675497699219, 1: 66.63180657399607, 2: 60.11677153239238, 3: 39.97787984466241, 4: 56.50355535955845, 5: 39.110441029227296}","{0: 51.34898284585344, 1: 74.84817249465517, 2: 66.62149119592483, 3: 41.4658405518932, 4: 56.16190335869907, 5: 43.295669709460576}","{0: 32.78587936798529, 1: 76.8148295474186, 2: 65.96658550554693, 3: 36.380595796805885, 4: 52.02414103402293, 5: 29.45267286312768}"
0.6950549450549449,"{0: 43.22116100982546, 1: 91.08186345405686, 2: 69.22757877279005, 3: 61.14193554610709, 4: 58.731773385272504, 5: 66.4071025462179}","{0: 49.612777581610814, 1: 90.78799946398362, 2: 53.45716094837865, 3: 53.89009512572303, 4: 52.9244280109686, 5: 44.494228883561846}","{0: 48.941135983382296, 1: 95.64119048499136, 2: 58.4843755056365, 3: 50.89495473884074, 4: 49.666707781819255, 5: 49.676392120819884}","{0: 58.907259814001726, 1: 89.3808328999694, 2: 96.9717478052388, 3: 64.69835911493377, 4: 62.27874228507711, 5: 65.20827940887477}"
0.6978021978021978,"{0: 113.12989796854119, 1: 172.17226628869795, 2: 138.16347920679013, 3: 131.49473933593782, 4: 143.7063330628205, 5: 153.32470543738137}","{0: 104.27116500999095, 1: 156.39903351440682, 2: 117.69233903019558, 3: 112.65682941242153, 4: 126.35225206298266, 5: 113.95820305978647}","{0: 114.05006932004444, 1: 170.8571917761571, 2: 132.30119769647686, 3: 122.66764517472392, 4: 121.12026893856465, 5: 126.17596627068238}","{0: 81.19722739295896, 1: 155.8897655305988, 2: 145.0073883133483, 3: 136.07626372617065, 4: 144.44153040555253, 5: 155.39734269801525}"
0.7005494505494505,"{0: 13.054758794782115, 1: 43.05124930762666, 2: 15.533076655676572, 3: 19.77976057954773, 4: 17.193799953151288, 5: 25.579280936543615}","{0: 19.003535889386992, 1: 46.79268598000887, 2: 16.325399797270858, 3: 17.982595192525213, 4: 17.886957878090243, 5: 11.547872128667425}","{0: 14.174379140370833, 1: 42.31366399917668, 2: 15.698729681563396, 3: 9.839185589605448, 4: 16.472952780189953, 5: 14.04321958444993}","{0: 24.864673185131327, 1: 42.073771290241005, 2: 33.19170450752686, 3: 17.671118587722635, 4: 21.299769011291918, 5: 39.125101052188874}"
0.7032967032967034,"{0: 35.623401357029586, 1: 46.69415191887924, 2: 20.57149979418877, 3: 33.084497881636636, 4: 33.82098343013016, 5: 48.23923729053506}","{0: 32.86380282681329, 1: 40.73290483432356, 2: 20.332477554709456, 3: 28.9448692183362, 4: 28.326789460826706, 5: 40.690058407817155}","{0: 35.33904190678954, 1: 37.547822878939584, 2: 24.138332976771434, 3: 29.861279766896995, 4: 31.36595418513794, 5: 41.52035931085681}","{0: 32.6149514558119, 1: 71.18713902580345, 2: 24.58275929047458, 3: 30.157149184013576, 4: 28.68905266821466, 5: 42.75655269816128}"
0.7060439560439561,"{0: 21.430084691621108, 1: 49.03393938010675, 2: 33.80100627158054, 3: 37.493021178614605, 4: 40.984048372218375, 5: 27.363285355680286}","{0: 24.116337835192045, 1: 41.99079927193566, 2: 32.84631619914785, 3: 33.554527492341855, 4: 39.21430644031419, 5: 19.51307922213098}","{0: 27.963373461441993, 1: 48.01531734580589, 2: 38.923591059613976, 3: 31.866607379704103, 4: 39.34818617615381, 5: 22.91776708937879}","{0: 15.265597957002585, 1: 37.961465171560675, 2: 38.85710961371715, 3: 26.97929761192102, 4: 43.49191480989945, 5: 27.681400700245646}"
0.7087912087912088,"{0: 46.24338978136237, 1: 67.37585439301218, 2: 65.81435651798607, 3: 30.707321849325616, 4: 43.659910267607465, 5: 50.664713150717034}","{0: 38.18841618248076, 1: 43.87952178486052, 2: 61.06993228919104, 3: 24.56826506655253, 4: 39.79035263177541, 5: 28.341632082749225}","{0: 44.38467249402003, 1: 47.23564239756716, 2: 62.62011994913741, 3: 22.195350218268786, 4: 45.96021081043955, 5: 32.09832288039601}","{0: 32.068861891179445, 1: 19.764068887353254, 2: 60.16556084987327, 3: 20.202621638295128, 4: 50.13416990702613, 5: 33.88445960771923}"
0.7115384615384616,"{0: 67.55617681105335, 1: 120.16941769012963, 2: 77.13867708148264, 3: 53.852242854676, 4: 73.79913474541998, 5: 58.52369147028188}","{0: 61.00246085245989, 1: 118.09719358582214, 2: 73.9413229215439, 3: 46.441478832206734, 4: 73.55015222278425, 5: 52.30942501553379}","{0: 69.70006991973403, 1: 133.88253192752367, 2: 80.70573955014116, 3: 51.29709563897314, 4: 70.74253836711839, 5: 68.94868102780698}","{0: 52.097547574461295, 1: 115.29321755282035, 2: 69.39403590751527, 3: 38.91315542683787, 4: 62.82828992856005, 5: 65.71898037512486}"
0.7142857142857143,"{0: 39.788140377726286, 1: 73.27235611665355, 2: 33.26119961742018, 3: 27.089097628434743, 4: 32.24955468305368, 5: 61.56624652454996}","{0: 28.155185545182412, 1: 72.64375787374642, 2: 27.86775825499453, 3: 27.07060350270612, 4: 40.97584475116646, 5: 56.799290113495736}","{0: 28.59240067171993, 1: 75.30883000701488, 2: 29.64016998970109, 3: 35.76665620136866, 4: 39.938299275298945, 5: 64.32315605243603}","{0: 45.22151705249443, 1: 64.31216554928196, 2: 28.12293506745918, 3: 33.40029475720877, 4: 25.86244994885307, 5: 46.430629134863466}"
0.717032967032967,"{0: 19.449651944868727, 1: 29.50753699272097, 2: 16.710765386469383, 3: 8.72207341762144, 4: 11.657669897355312, 5: 7.367884560011843}","{0: 11.381054710488081, 1: 33.04677123157476, 2: 24.020140611782086, 3: 8.397748847149261, 4: 9.622006999199156, 5: 12.365794019448979}","{0: 14.351036040497364, 1: 30.361052170160054, 2: 23.31722698381206, 3: 6.4150438880056875, 4: 9.050519683433635, 5: 6.816654257905037}","{0: 21.054987427617448, 1: 26.607487980001075, 2: 21.831861170398412, 3: 10.406397203912716, 4: 11.490218196402264, 5: 19.57642242372712}"
0.7197802197802198,"{0: 29.999665286498743, 1: 61.286868546935075, 2: 30.346323639630715, 3: 40.444630413591845, 4: 47.75475157028784, 5: 47.5755212498076}","{0: 24.445826028920887, 1: 45.025180339273454, 2: 26.32466011854059, 3: 32.1731310611764, 4: 44.63915919628064, 5: 28.783494578129453}","{0: 27.06205812337054, 1: 46.70204117161162, 2: 34.40856502076473, 3: 28.626933310501297, 4: 47.14346966966064, 5: 32.37279148855677}","{0: 22.809275970857435, 1: 53.89091516712649, 2: 26.355189584758453, 3: 25.122149220506106, 4: 46.66811273081564, 5: 38.721362227855636}"
0.7225274725274725,"{0: 10.378267661944399, 1: 24.75559270788001, 2: 6.906165298535467, 3: 11.962303937456149, 4: 18.068359225798616, 5: 14.469383017101013}","{0: 7.093736483214315, 1: 26.231771562711437, 2: 8.855520093945213, 3: 11.073498230913032, 4: 17.006828748162757, 5: 11.256202641817582}","{0: 8.03156539551072, 1: 25.780293579096735, 2: 11.866111315689825, 3: 10.110979752308763, 4: 18.964287433262633, 5: 10.143461981420316}","{0: 7.916753081124305, 1: 26.01097568129628, 2: 9.136061395911183, 3: 12.80816228539551, 4: 18.850741155187414, 5: 20.217689751389468}"
0.7252747252747253,"{0: 10.499501210486368, 1: 26.137009249295435, 2: 12.260625684746552, 3: 21.97352127515331, 4: 21.598674005958095, 5: 8.587106296816415}","{0: 13.781814799004247, 1: 22.632420418382093, 2: 13.40749729650469, 3: 21.71788043401896, 4: 22.104615384266843, 5: 10.510141404094053}","{0: 13.229952973921959, 1: 22.24771644783628, 2: 16.483309594725682, 3: 14.555185985996415, 4: 20.26984392374693, 5: 10.196736481138059}","{0: 13.988004273078102, 1: 24.99803851333411, 2: 16.019029768369474, 3: 12.572407433111366, 4: 22.45294255206249, 5: 10.97592649258932}"
